base_ref,base_sha,closed_at,created_at,draft,head_ref,head_sha,html_url,merge_commit_sha,merged_at,number,state,title,updated_at,user,files_changed,additions,deletions,changes,deletion_ratio,touch_main_js,touch_config_js,touch_anchorage,touch_landmark,touch_validator,added_files,modified_files,removed_files,filenames,kw_stale,kw_rollback,kw_sparse,kw_post_array,kw_duplicate,kw_green_but_bad,kw_not_merge_safe,kw_merge_safe_positive,comment_count,comment_chars,risk_comment_label,title_cosmic_batch,title_landmark,title_fix,slot_start,slot_end,slot_span,merged,closed_unmerged,open,created_hour_utc,created_date,minutes_since_prev_merge,merges_prior_30m,prs_created_prior_30m,git_base_exists,git_head_exists,git_merge_sha_exists,git_merge_base_sha,git_base_is_ancestor_of_head,git_merge_base_is_base,git_commits_behind_base,git_commits_ahead_base,git_files_changed,git_additions,git_deletions,git_changes,git_deletion_ratio,git_filenames,git_touch_main_js,git_touch_config_js,git_touch_anchorage,git_touch_landmark,git_touch_validator,git_added_files,git_modified_files,git_removed_files,git_renamed_or_copied_files,git_base_cosmic_sights,git_head_cosmic_sights,git_cosmic_sights_delta
main,f482ad935940fea13b2ef8355c161abf02cf10d7,2026-05-06 20:56:24+00:00,2026-05-06 20:54:43+00:00,False,opus45-batch52-spectroscopy-v2,88937f9f005cb407221832edab30cf771db8f27b,https://github.com/ai-village-agents/the-universe/pull/82,b55ece30fa2f0c8911146e83e6eb2223870c60fb,2026-05-06 20:56:24+00:00,82,closed,Add batch 52: Spectroscopy & Spectral Analysis (25 sights),2026-05-06 20:56:25+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,20,2026-05-06,2.05,15,29,1,1,1,f482ad935940fea13b2ef8355c161abf02cf10d7,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,efd13df26f23efaa097a0baa1511c505247a4ffe,2026-05-06 20:55:08+00:00,2026-05-06 20:54:43+00:00,False,opus47-anchorage-v57,127ae83b7530246d4af695409e54928b6b71f830,https://github.com/ai-village-agents/the-universe/pull/83,f482ad935940fea13b2ef8355c161abf02cf10d7,2026-05-06 20:55:08+00:00,83,closed,"Anchorage v57: swings, rescue jet ski, treasure sandbar",2026-05-06 20:55:08+00:00,claude-opus-4-7-village,1,147,0,147,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,20,2026-05-06,2.05,15,29,1,1,1,efd13df26f23efaa097a0baa1511c505247a4ffe,1,1,0,1,1,147,0,147,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,abbae31ef7e9e7238e0ab686b92a0cc46f208b1a,2026-05-07 17:26:30+00:00,2026-05-06 20:54:47+00:00,False,g31-batch-59,9f6766fe254696b58d9cebea0518ad8ee896cbd7,https://github.com/ai-village-agents/the-universe/pull/84,,,84,closed,"Add batch 59: Cosmic Sights (9,826-9,850)",2026-05-07 17:26:30+00:00,gemini-3-1-pro,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,1,0,20,2026-05-06,2.1166666666666667,15,31,1,1,0,f6287eeee82d151e96726f46ca6bb13658dfd587,0,0,1,2,1,25,25,50,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
main,f482ad935940fea13b2ef8355c161abf02cf10d7,2026-05-07 17:39:01+00:00,2026-05-06 20:55:21+00:00,False,batch-60-topological-phenomena,360f8485399c6941e94ddb4d4b1a7909a04492f5,https://github.com/ai-village-agents/the-universe/pull/85,b71b869a1750012beca8367e1dfe2948e3477f30,,85,closed,Add batch 60: Topological Phenomena (9851-9875),2026-05-07 17:39:03+00:00,claudehaiku45,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9851.0,9875.0,25.0,0,1,0,20,2026-05-06,0.21666666666666667,16,30,1,1,0,34cb26b0781516dd5f48042d6c85884aab7e6cd0,0,0,2,1,2,25,288,313,0.9201277955271564,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
main,abbae31ef7e9e7238e0ab686b92a0cc46f208b1a,2026-05-07 17:26:29+00:00,2026-05-06 20:56:22+00:00,False,g31-batch-60,ac5bab1a66edf4063f8bbf4b42f76a07cce00819,https://github.com/ai-village-agents/the-universe/pull/86,,,86,closed,"Add batch 60: Cosmic Sights (9,851-9,875)",2026-05-07 17:26:29+00:00,gemini-3-1-pro,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,1,0,20,2026-05-06,1.2333333333333334,15,31,1,1,0,f6287eeee82d151e96726f46ca6bb13658dfd587,0,0,1,2,1,25,25,50,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
main,b55ece30fa2f0c8911146e83e6eb2223870c60fb,2026-05-07 17:39:03+00:00,2026-05-06 20:56:25+00:00,False,batch-61-quantum-applications,5befce94bd0c51f2ea6b8442697d1a375bed8f95,https://github.com/ai-village-agents/the-universe/pull/87,84a8b2f651006feb0cd48490e27b95a20c0246dd,,87,closed,Add batch 61: Quantum Applications (9876-9900),2026-05-07 17:39:05+00:00,claudehaiku45,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9876.0,9900.0,25.0,0,1,0,20,2026-05-06,0.016666666666666666,16,32,1,1,0,34cb26b0781516dd5f48042d6c85884aab7e6cd0,0,0,4,1,2,25,313,338,0.9260355029585798,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
main,b55ece30fa2f0c8911146e83e6eb2223870c60fb,2026-05-06 20:57:53+00:00,2026-05-06 20:56:50+00:00,False,opus47-anchorage-v58,faa6eea31761c99954fb89a7791e80b87c02d48f,https://github.com/ai-village-agents/the-universe/pull/88,333b5052c9212da37a99e580a665d0f8338faf08,2026-05-06 20:57:53+00:00,88,closed,"Anchorage v58: slide, weather station, sand mermaid",2026-05-06 20:57:53+00:00,claude-opus-4-7-village,1,157,0,157,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,20,2026-05-06,0.43333333333333335,16,32,1,1,1,b55ece30fa2f0c8911146e83e6eb2223870c60fb,1,1,0,1,1,157,0,157,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,b55ece30fa2f0c8911146e83e6eb2223870c60fb,2026-05-07 17:39:05+00:00,2026-05-06 20:57:27+00:00,False,batch-62-quantum-computing,3f322a26175ac67206e5e86a90920d969bdca57b,https://github.com/ai-village-agents/the-universe/pull/89,9be64398f7022ee5049a1d14fead797967356bd3,,89,closed,Add batch 62: Quantum Computing (9901-9925),2026-05-07 17:39:07+00:00,claudehaiku45,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9901.0,9925.0,25.0,0,1,0,20,2026-05-06,1.05,16,32,1,1,0,34cb26b0781516dd5f48042d6c85884aab7e6cd0,0,0,4,1,2,25,313,338,0.9260355029585798,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
main,abbae31ef7e9e7238e0ab686b92a0cc46f208b1a,2026-05-07 17:26:28+00:00,2026-05-06 20:58:11+00:00,False,g31-batch-61,f3241678b740b2be1492a4859ad09515ca241426,https://github.com/ai-village-agents/the-universe/pull/90,,,90,closed,"Add batch 61: Cosmic Sights (9,876-9,900)",2026-05-07 17:26:28+00:00,gemini-3-1-pro,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,1,0,20,2026-05-06,0.3,16,33,1,1,0,f6287eeee82d151e96726f46ca6bb13658dfd587,0,0,1,2,1,25,25,50,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
main,333b5052c9212da37a99e580a665d0f8338faf08,2026-05-06 20:59:23+00:00,2026-05-06 20:58:30+00:00,False,opus45-batch53-interferometry-v2,0882095e5133cc005ee87a9c6e2cba2f1b92b196,https://github.com/ai-village-agents/the-universe/pull/91,c93370c702462d780d35a55a3f91414c853f226b,2026-05-06 20:59:23+00:00,91,closed,Add batch 53: Interferometry (25 sights),2026-05-06 20:59:23+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,20,2026-05-06,0.6166666666666667,16,34,1,1,1,333b5052c9212da37a99e580a665d0f8338faf08,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,abbae31ef7e9e7238e0ab686b92a0cc46f208b1a,2026-05-07 17:26:26+00:00,2026-05-06 20:59:36+00:00,False,g31-batch-62,68af8cee2a1234c99d212a475db5cd6adbefbc6d,https://github.com/ai-village-agents/the-universe/pull/92,,,92,closed,"Add batch 62: Cosmic Sights (9,901-9,925)",2026-05-07 17:26:26+00:00,gemini-3-1-pro,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,1,0,20,2026-05-06,0.21666666666666667,16,34,1,1,0,f6287eeee82d151e96726f46ca6bb13658dfd587,0,0,1,2,1,25,25,50,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
main,c93370c702462d780d35a55a3f91414c853f226b,2026-05-07 17:03:38+00:00,2026-05-06 21:00:08+00:00,False,opus45-batch54-astrometry,ee6fa14da83981b0e0423f1104debc1b1667b911,https://github.com/ai-village-agents/the-universe/pull/93,034c5d00e2afc9239b0e4f99c4ba8a4737377a84,2026-05-07 17:03:38+00:00,93,closed,Add batch 54: Astrometry (25 sights),2026-05-07 17:03:39+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,21,2026-05-06,0.75,16,35,1,1,1,c93370c702462d780d35a55a3f91414c853f226b,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,f6287eeee82d151e96726f46ca6bb13658dfd587,2026-05-07 17:14:48+00:00,2026-05-06 21:00:36+00:00,False,g31-batch-63,2592769a293878902d39ac7948a70633b0b8e4d0,https://github.com/ai-village-agents/the-universe/pull/94,abbae31ef7e9e7238e0ab686b92a0cc46f208b1a,2026-05-07 17:14:48+00:00,94,closed,"Add batch 63: Cosmic Sights (9,926-9,950)",2026-05-07 17:14:52+00:00,gemini-3-1-pro,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,21,2026-05-06,1.2166666666666666,16,36,1,1,1,f6287eeee82d151e96726f46ca6bb13658dfd587,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,c93370c702462d780d35a55a3f91414c853f226b,2026-05-07 17:55:29+00:00,2026-05-07 17:02:35+00:00,False,gpt54/fix-agent-activity-classic-script-refresh,e67437f919ac838df7a04a47c7415404fc25ef89,https://github.com/ai-village-agents/the-universe/pull/95,9ca3d4ee807765c51946da2fa59cf7b8f62763c6,,95,closed,Fix agent activity classic script syntax,2026-05-07 17:55:29+00:00,gpt-5-4,1,0,1,1,1.0,0,0,0,0,0,0,1,0,agent-activity.js,1,0,0,0,0,0,0,0,1,161,1,0,0,1,,,,0,1,0,17,2026-05-07,1203.2,0,0,1,1,0,c93370c702462d780d35a55a3f91414c853f226b,1,1,0,1,1,0,1,1,1.0,agent-activity.js,0,0,0,0,0,0,1,0,0,,,
main,abbae31ef7e9e7238e0ab686b92a0cc46f208b1a,2026-05-07 17:15:45+00:00,2026-05-07 17:03:38+00:00,False,batch-64-advanced-quantum,c6302bcc100fb91da9564bf886438ca68212e1ba,https://github.com/ai-village-agents/the-universe/pull/96,acdebb8a89af802abd647950150a181a4415ea67,2026-05-07 17:15:45+00:00,96,closed,Add batch 64: Advanced Quantum Topics (9951-9975),2026-05-07 17:15:47+00:00,claudehaiku45,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9951.0,9975.0,25.0,1,0,0,17,2026-05-07,1204.25,1,1,1,1,1,abbae31ef7e9e7238e0ab686b92a0cc46f208b1a,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,034c5d00e2afc9239b0e4f99c4ba8a4737377a84,2026-05-07 17:05:19+00:00,2026-05-07 17:04:19+00:00,False,opus47-anchorage-v59,0500f77a496961b5ec4089bf283b552040f35618,https://github.com/ai-village-agents/the-universe/pull/97,392bb51d66a5633b94395a0282a8b51f1c42b0e9,2026-05-07 17:05:19+00:00,97,closed,Anchorage v59: lighthouse dog + tide mill wheel + fish & chips truck,2026-05-07 17:05:19+00:00,claude-opus-4-7-village,1,202,0,202,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,17,2026-05-07,0.6833333333333333,1,2,1,1,1,034c5d00e2afc9239b0e4f99c4ba8a4737377a84,1,1,0,1,1,202,0,202,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,abbae31ef7e9e7238e0ab686b92a0cc46f208b1a,2026-05-07 17:26:14+00:00,2026-05-07 17:04:39+00:00,False,batch-65-quantum-interfaces,2361e4503291b8d1d074d4f8befc5ea1eebe8d73,https://github.com/ai-village-agents/the-universe/pull/98,,,98,closed,"Add batch 65: Quantum Interfaces & Applications (9976-10000) — 10,000 SIGHTS MILESTONE!",2026-05-07 17:26:14+00:00,claudehaiku45,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,1,167,0,1,0,0,9976.0,10000.0,25.0,0,1,0,17,2026-05-07,1.0166666666666666,1,3,1,1,0,abbae31ef7e9e7238e0ab686b92a0cc46f208b1a,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,392bb51d66a5633b94395a0282a8b51f1c42b0e9,2026-05-07 17:07:43+00:00,2026-05-07 17:06:15+00:00,False,k2-6-fix-agent-activity,761719dae8395da55b99fe89b72dc0e732f313c6,https://github.com/ai-village-agents/the-universe/pull/99,e264a1ae15a1a39d09b5900d11fa989e4435e09b,,99,closed,Fix agent-activity.js classic script syntax,2026-05-07 17:07:43+00:00,kimi-k26,1,0,1,1,1.0,0,0,0,0,0,0,1,0,agent-activity.js,0,0,0,0,0,0,0,0,1,47,0,0,0,1,,,,0,1,0,17,2026-05-07,0.9333333333333333,2,4,1,1,0,034c5d00e2afc9239b0e4f99c4ba8a4737377a84,0,0,1,1,2,0,203,203,1.0,agent-activity.js;landmarks/anchorage.js,0,0,1,1,0,0,2,0,0,,,
main,ef790596105e70b1428b3d204aeecbe5635dcb75,2026-05-07 17:08:52+00:00,2026-05-07 17:07:58+00:00,False,opus47-anchorage-v60,208de3babf615920f43f3455ed29c3ee74bfe64e,https://github.com/ai-village-agents/the-universe/pull/100,24e7127dabdbd52defdce7ac6eb1ab2d490d73d2,2026-05-07 17:08:52+00:00,100,closed,Anchorage v60: soccer match + tower pelican + octopus,2026-05-07 17:08:52+00:00,claude-opus-4-7-village,1,148,0,148,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,17,2026-05-07,1.1833333333333333,3,5,1,1,1,ef790596105e70b1428b3d204aeecbe5635dcb75,1,1,0,1,1,148,0,148,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,24e7127dabdbd52defdce7ac6eb1ab2d490d73d2,2026-05-07 17:10:41+00:00,2026-05-07 17:09:40+00:00,False,gpt54/fix-mainjs-missing-commas,96b7241bc6009a0462d8413b94e1518e25228ee7,https://github.com/ai-village-agents/the-universe/pull/101,4abb273e10663169f42447b02216a3176adf4f11,2026-05-07 17:10:41+00:00,101,closed,Fix missing commas in cosmic sight batches,2026-05-07 17:10:41+00:00,gpt-5-4,1,4,4,8,0.5,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1,0,0,17,2026-05-07,0.8,4,6,1,1,1,24e7127dabdbd52defdce7ac6eb1ab2d490d73d2,1,1,0,1,1,4,4,8,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
main,4abb273e10663169f42447b02216a3176adf4f11,2026-05-07 17:11:57+00:00,2026-05-07 17:10:24+00:00,False,opus45-batch55-solar-fresh,101f1d80296bf7406f1b0876586fabadceb7372d,https://github.com/ai-village-agents/the-universe/pull/102,e79fa2a85837925bfc4a3d2734762622f6cdcdd7,2026-05-07 17:11:57+00:00,102,closed,"Add batch 55: Solar Physics (25 sights, 9,905-9,929)",2026-05-07 17:11:58+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-07,1.5333333333333334,4,7,1,1,1,4abb273e10663169f42447b02216a3176adf4f11,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,e79fa2a85837925bfc4a3d2734762622f6cdcdd7,2026-05-07 17:12:47+00:00,2026-05-07 17:11:12+00:00,False,opus47-anchorage-v61,afcec188487c0a1ce9ec89e52604ac243fd3b07e,https://github.com/ai-village-agents/the-universe/pull/103,f6287eeee82d151e96726f46ca6bb13658dfd587,2026-05-07 17:12:47+00:00,103,closed,Anchorage v61: boat ramp + fuel dock + dolphin show,2026-05-07 17:12:48+00:00,claude-opus-4-7-village,1,188,0,188,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,17,2026-05-07,0.5166666666666667,5,8,1,1,1,e79fa2a85837925bfc4a3d2734762622f6cdcdd7,1,1,0,1,1,188,0,188,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,81f8eeea794ff9643c86366d63cd39cccac11697,2026-05-07 17:17:57+00:00,2026-05-07 17:13:25+00:00,False,opus45-batch56-stellar-dynamics,4b2846b519ba1918f1fa6bed4b897bc7d355ffc9,https://github.com/ai-village-agents/the-universe/pull/104,579ff675ac0177f1384d9d77822140de0b15d1d9,2026-05-07 17:17:57+00:00,104,closed,"Add batch 56: Stellar Dynamics (25 sights, 9,930-9,954)",2026-05-07 17:17:57+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-07,0.6333333333333333,7,9,1,1,1,81f8eeea794ff9643c86366d63cd39cccac11697,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,acdebb8a89af802abd647950150a181a4415ea67,2026-05-07 17:16:34+00:00,2026-05-07 17:15:00+00:00,False,opus47-anchorage-v62,7d2d0415d189ddcb0a06e9910925901536b559a3,https://github.com/ai-village-agents/the-universe/pull/105,81f8eeea794ff9643c86366d63cd39cccac11697,2026-05-07 17:16:34+00:00,105,closed,Anchorage v62: rescue copter + surfboard rack + sea lion buoy,2026-05-07 17:16:34+00:00,claude-opus-4-7-village,1,185,0,185,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,17,2026-05-07,0.2,8,10,1,1,1,acdebb8a89af802abd647950150a181a4415ea67,1,1,0,1,1,185,0,185,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,579ff675ac0177f1384d9d77822140de0b15d1d9,2026-05-07 17:19:52+00:00,2026-05-07 17:19:07+00:00,False,gpt55/fix-two-more-mainjs-commas,155600063002d4ae3a6fed40fccb54263ccb2144,https://github.com/ai-village-agents/the-universe/pull/106,2cc9cc674e53bdb975989f40d231eb9ec8e926b5,2026-05-07 17:19:52+00:00,106,closed,Fix remaining missing cosmic sight commas,2026-05-07 17:19:54+00:00,gpt-5-5-village,1,2,2,4,0.5,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,1,0,0,17,2026-05-07,1.1666666666666667,11,11,1,1,1,579ff675ac0177f1384d9d77822140de0b15d1d9,1,1,0,1,1,2,2,4,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
main,2cc9cc674e53bdb975989f40d231eb9ec8e926b5,2026-05-07 17:21:08+00:00,2026-05-07 17:19:38+00:00,False,opus45-batch57-large-scale-structures,b740d13bed4d19f58f3272aa2d38f6eef36f977c,https://github.com/ai-village-agents/the-universe/pull/107,cfc4211fd09102b61ac89e91ea3bcea12e19a68d,2026-05-07 17:21:08+00:00,107,closed,"Add batch 57: Large-Scale Structures (25 sights, 10,005-10,029)",2026-05-07 17:21:08+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-07,1.6833333333333333,11,12,1,1,1,2cc9cc674e53bdb975989f40d231eb9ec8e926b5,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,808311dc1df43b4f111ffed174222ec802106d87,2026-05-07 17:28:28+00:00,2026-05-07 17:21:41+00:00,False,g31-batch-63-fresh,deeeac543c66a1a66e692f068fc70eb53d596aed,https://github.com/ai-village-agents/the-universe/pull/108,16803a97ef211f72a640772ddc3895f55060526c,2026-05-07 17:28:27+00:00,108,closed,"Add batch 63: High-Energy Phenomena (10,001-10,025)",2026-05-07 17:28:28+00:00,gemini-3-1-pro,1,27,1,28,0.03571428571428571,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-07,0.55,13,13,1,1,1,808311dc1df43b4f111ffed174222ec802106d87,1,1,0,1,1,27,1,28,0.0357142857142857,main.js,1,0,0,0,0,0,1,0,0,,,
main,cfc4211fd09102b61ac89e91ea3bcea12e19a68d,2026-05-07 17:23:22+00:00,2026-05-07 17:22:35+00:00,False,opus45-batch58-planetary-exoplanets,6efc8e221d763f6421a35e5583d324b87d657692,https://github.com/ai-village-agents/the-universe/pull/109,880cc430a54e8bb408d897edf227801215cfa5db,2026-05-07 17:23:22+00:00,109,closed,"Add batch 58: Planetary Science & Exoplanets (25 sights, 10,030-10,054)",2026-05-07 17:23:22+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-07,1.45,13,14,1,1,1,cfc4211fd09102b61ac89e91ea3bcea12e19a68d,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,880cc430a54e8bb408d897edf227801215cfa5db,2026-05-07 17:25:25+00:00,2026-05-07 17:24:49+00:00,False,opus45-batch59-neutron-compact,183a99e7bf7e122946a8d153d4912bf3eb81b6bd,https://github.com/ai-village-agents/the-universe/pull/110,808311dc1df43b4f111ffed174222ec802106d87,2026-05-07 17:25:24+00:00,110,closed,"Add batch 59: Neutron Stars & Compact Objects (25 sights, 10,055-10,079)",2026-05-07 17:25:25+00:00,claude-opus-4-5,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-07,1.45,14,15,1,1,1,880cc430a54e8bb408d897edf227801215cfa5db,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,16803a97ef211f72a640772ddc3895f55060526c,2026-05-07 17:29:18+00:00,2026-05-07 17:27:43+00:00,False,opus47-anchorage-v63,c2e435f7b5be1af15a063e79249454e93ae7ec99,https://github.com/ai-village-agents/the-universe/pull/111,1dbe79135adafeafb19d51a42e9783f4a90b5d83,2026-05-07 17:29:17+00:00,111,closed,Anchorage v63: outdoor shower + submarine surfacing + beach wedding arch,2026-05-07 17:29:18+00:00,claude-opus-4-7-village,1,223,0,223,0.0,0,0,1,1,0,0,1,0,landmarks/anchorage.js,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,0,0,17,2026-05-07,2.316666666666667,15,16,1,1,1,16803a97ef211f72a640772ddc3895f55060526c,1,1,0,1,1,223,0,223,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
main,a3475b8050110583eb6b849ad28614e0657867de,2026-05-07 17:38:11+00:00,2026-05-07 17:28:03+00:00,False,batch-60-cosmic-transients,6bf048fbe896a73e4b3b351baeefb0ea406c5960,https://github.com/ai-village-agents/the-universe/pull/112,5ab201c79a53a4db80fe00ee69fb1d76c9547ec3,2026-05-07 17:38:11+00:00,112,closed,"Add batch 60: Exotic Matter & Extreme Physics (25 sights, 10,080-10,104)",2026-05-07 17:38:14+00:00,claudehaiku45,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-07,2.65,15,17,1,1,1,a3475b8050110583eb6b849ad28614e0657867de,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
main,1dbe79135adafeafb19d51a42e9783f4a90b5d83,2026-05-07 17:30:47+00:00,2026-05-07 17:28:06+00:00,False,gpt54/cache-bust-main-module-url,3c6603ed948c1d67689c10ca6a9af0a5dffc8a1c,https://github.com/ai-village-agents/the-universe/pull/113,a111b82d2afd87e69c6faf172357a3470fdc70ae,2026-05-07 17:30:47+00:00,113,closed,Cache-bust main module URL in index,2026-05-07 17:30:47+00:00,gpt-5-4,1,1,1,2,0.5,0,0,0,0,0,0,1,0,index.html,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,0,0,17,2026-05-07,2.7,15,18,1,1,1,1dbe79135adafeafb19d51a42e9783f4a90b5d83,1,1,0,1,1,1,1,2,0.5,index.html,0,0,0,0,0,0,1,0,0,,,
main,2954d92a97868b41fd18f9ea55e95123fc8c10bc,2026-05-07 17:35:46+00:00,2026-05-07 17:28:07+00:00,False,gpt55/fix-cosmic-sight-coordinate-fields,1b17c528da0613aabeecf16d69e5da25154a08a9,https://github.com/ai-village-agents/the-universe/pull/114,b62ec60b5a3c56dfc9679dcc7ce433d75aee3e69,2026-05-07 17:35:45+00:00,114,closed,Normalize cosmic sight position fields,2026-05-07 17:35:48+00:00,gpt-5-5-village,1,50,50,100,0.5,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,1,0,0,17,2026-05-07,2.716666666666667,15,19,1,1,1,2954d92a97868b41fd18f9ea55e95123fc8c10bc,1,1,0,1,1,50,50,100,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
main,16803a97ef211f72a640772ddc3895f55060526c,2026-05-07 17:52:23+00:00,2026-05-07 17:29:07+00:00,False,batch-61-cosmological-structures,5ce69ec14c5b6c886f09e02ec3a562a8f26c348a,https://github.com/ai-village-agents/the-universe/pull/115,,,115,closed,"Add batch 61: Cosmological Structures & Large-Scale Phenomena (25 sights, 10,105-10,129)",2026-05-07 17:52:23+00:00,claudehaiku45,1,25,0,25,0.0,1,0,0,0,0,0,1,0,main.js,0,0,0,0,0,0,0,0,1,138,0,1,0,0,,,,0,1,0,17,2026-05-07,0.6666666666666666,16,20,1,1,0,16803a97ef211f72a640772ddc3895f55060526c,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
