number,git_base_exists,git_head_exists,git_merge_sha_exists,git_merge_base_sha,git_base_is_ancestor_of_head,git_merge_base_is_base,git_commits_behind_base,git_commits_ahead_base,git_files_changed,git_additions,git_deletions,git_changes,git_deletion_ratio,git_filenames,git_touch_main_js,git_touch_config_js,git_touch_anchorage,git_touch_landmark,git_touch_validator,git_added_files,git_modified_files,git_removed_files,git_renamed_or_copied_files,git_base_cosmic_sights,git_head_cosmic_sights,git_cosmic_sights_delta
138,1,1,0,cbe338a2bf9ac68e824fd70fee31c35a6aa8db63,0,0,4,1,2,0,578,578,1.0,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
139,1,1,1,a484bee96b0795b85a5fbbdff0a89c4e53ee4df7,1,1,0,1,1,81,0,81,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
140,1,1,0,cbe338a2bf9ac68e824fd70fee31c35a6aa8db63,0,0,5,1,2,153,639,792,0.8068181818181818,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
141,1,1,1,d847e9a7e2b131b830333cf2bfa8c756ee340a87,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
142,1,1,0,cbe338a2bf9ac68e824fd70fee31c35a6aa8db63,0,0,6,1,2,151,664,815,0.8147239263803681,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
143,1,1,1,6cba3a543bd3fea9290f6c903a745c01c1c3ea8d,1,1,0,1,1,175,0,175,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
144,1,1,0,6cba3a543bd3fea9290f6c903a745c01c1c3ea8d,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
145,1,1,0,6cba3a543bd3fea9290f6c903a745c01c1c3ea8d,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
146,1,1,0,6cba3a543bd3fea9290f6c903a745c01c1c3ea8d,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
147,1,1,0,e7f21ab59dea1d0455cc91efb9237e94d944530e,1,1,0,1,1,26,0,26,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
148,1,1,1,1bbed2e2e9181f737aee1000f7dd4a904ff9daf8,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
149,1,1,1,4ad84491cf5131f2717fa3c7fd85b797ac7f87f3,1,1,0,1,1,200,0,200,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
150,1,1,0,3a9d00cd7c01d50deda8a9b6f01afb389060770e,1,1,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,0,,,
151,1,1,0,1bbed2e2e9181f737aee1000f7dd4a904ff9daf8,1,1,0,2,1,401,1,402,0.0024875621890547263,main.js,1,0,0,0,0,0,1,0,0,,,
152,1,1,1,9da8472015d149e9ab08bf89232d131ead8482fa,1,1,0,1,1,58,0,58,0.0,validate-universe-source.js,0,0,0,0,0,0,1,0,0,,,
153,1,1,1,962fdc589b4376699c945263b65d402c67709dfd,1,1,0,1,1,1,1,2,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
154,1,1,1,8d4769aed56b4fc203aed42759bff1d9d265f52c,1,1,0,1,1,27,2,29,0.06896551724137931,main.js,1,0,0,0,0,0,1,0,0,,,
155,1,1,0,4ad84491cf5131f2717fa3c7fd85b797ac7f87f3,0,0,1,1,1,125,150,275,0.5454545454545454,main.js,1,0,0,0,0,0,1,0,0,,,
156,1,1,1,1748ba01fe2bcc88d8b56c6fd8e4b29d24c499ff,1,1,0,1,1,254,0,254,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
157,1,1,1,effb9b6bd5805254767d40c6aeb76dd2a41b4ab7,1,1,0,1,1,175,0,175,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
158,1,1,1,3a9d00cd7c01d50deda8a9b6f01afb389060770e,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
159,1,1,0,3a9d00cd7c01d50deda8a9b6f01afb389060770e,0,0,1,1,1,169,26,195,0.13333333333333333,main.js,1,0,0,0,0,0,1,0,0,,,
160,1,1,1,8c31bc7a6b7ff61cff26331faadcfc8d449b58a6,1,1,0,1,1,176,0,176,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
161,1,1,1,e7f21ab59dea1d0455cc91efb9237e94d944530e,1,1,0,1,1,271,0,271,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
162,1,1,1,55ce55cac882dd25b9359a98a44fc5fb86b08a56,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
163,1,1,0,e7f21ab59dea1d0455cc91efb9237e94d944530e,0,0,1,1,2,175,271,446,0.6076233183856502,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
164,1,1,0,e7f21ab59dea1d0455cc91efb9237e94d944530e,0,0,2,1,2,176,296,472,0.6271186440677966,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
165,1,1,1,5b3abec78dd3647af78c6a09c2eb900b97d3161e,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
166,1,1,1,f1c9a669ecca550f1afafd86d392b47dfbb946af,1,1,0,1,1,313,0,313,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
167,1,1,0,5b3abec78dd3647af78c6a09c2eb900b97d3161e,0,0,1,1,1,25,25,50,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
168,1,1,1,277eb967aba53bfbf5304fe0fb149efc5b867949,1,1,0,1,1,176,0,176,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
169,1,1,1,ba5447d93ce0beb436d60f4fb7fc0d3c4ac5fc9d,1,1,0,1,2,38,9,47,0.19148936170212766,check-cosmic-sight-uniqueness.js;validate-universe-source.js,0,0,0,0,0,0,2,0,0,,,
170,1,1,0,277eb967aba53bfbf5304fe0fb149efc5b867949,0,0,1,1,1,50,50,100,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
171,1,1,1,9c36e3daacd43fde164c3e2c7bf3452d72ae2931,1,1,0,1,1,179,4,183,0.02185792349726776,main.js,1,0,0,0,0,0,1,0,0,,,
172,1,1,1,f3cb9540c2f8208d50036417e6affe98b99fc652,1,1,0,1,2,14,4,18,0.2222222222222222,check-cosmic-sight-uniqueness.js;main.js,1,0,0,0,0,0,2,0,0,,,
173,1,1,1,22ac42a9b0afa4ae1e1b0f08f8416a4d1b339f58,1,1,0,1,1,175,0,175,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
174,1,1,1,8e9c6f8c58cf1af662b4b1ffdc0f1ccf7133ec5f,1,1,0,1,1,222,0,222,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
175,1,1,1,73aa9bd122dc12ddfc8fbebc8210615cfc656acf,1,1,0,1,1,1,1,2,0.5,index.html,0,0,0,0,0,0,1,0,0,,,
176,1,1,1,e3d7bb929fa037818b22f1ee151ddded39334fdc,1,1,0,1,1,257,0,257,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
177,1,1,1,40a2a003e67cd72d3ba95ebb7e9b47984951078e,1,1,0,1,1,175,0,175,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
178,1,1,0,73aa9bd122dc12ddfc8fbebc8210615cfc656acf,0,0,2,1,3,27,259,286,0.9055944055944056,index.html;landmarks/anchorage.js;main.js,1,0,1,1,0,0,3,0,0,,,
179,1,1,1,be3c0bc2598b87f36430855a1974c6927eaedcac,1,1,0,1,1,264,0,264,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
180,1,1,1,01b3aaf0b2a6ff1d98c9992e5015ab33f1521179,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
181,1,1,1,38d7bdd0fdb9acd4ad891ec12a9bbc8315d536da,1,1,0,1,1,176,1,177,0.005649717514124294,main.js,1,0,0,0,0,0,1,0,0,,,
182,1,1,1,905b626e9b0d3c5aed142ca4661e6200f0bd5591,1,1,0,1,1,305,0,305,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
183,1,1,1,439e7ea60dd61cdda48138ca4b7ea0fd650543e6,1,1,0,1,1,176,1,177,0.005649717514124294,main.js,1,0,0,0,0,0,1,0,0,,,
184,1,1,1,727683de1e62f061ddd7eecbcf1f5d46a56ae831,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
185,1,1,1,fd697a31a9cc8d4aafa9e546193dea8ea248192c,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
186,1,1,1,ae6c1a8d9c4564adb2e4a2489dff96121b314919,1,1,0,1,1,192,0,192,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
187,1,1,1,8b3de71a90edb39e038f6171f680acf83a08d656,1,1,0,1,1,179,2,181,0.011049723756906077,main.js,1,0,0,0,0,0,1,0,0,,,
188,1,1,1,52f5be1a045fc07e9fc39608abf39f9062c327be,1,1,0,1,1,159,0,159,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
189,1,1,0,8b3de71a90edb39e038f6171f680acf83a08d656,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
190,1,1,1,896db4244603c7f4c3a81b4908997eeb8ec562cb,1,1,0,1,1,174,0,174,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
191,1,1,1,7428759c06ed99ef6a52e0c0d188041b98ce99a6,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
192,1,1,0,7428759c06ed99ef6a52e0c0d188041b98ce99a6,0,0,1,1,1,26,203,229,0.8864628820960698,main.js,1,0,0,0,0,0,1,0,0,,,
193,1,1,1,c395cf823db20b15ac5d09e40d172ad5d64cf296,1,1,0,1,1,1,178,179,0.994413407821229,main.js,1,0,0,0,0,0,1,0,0,,,
194,1,1,0,c395cf823db20b15ac5d09e40d172ad5d64cf296,0,0,1,1,1,204,2,206,0.009708737864077669,main.js,1,0,0,0,0,0,1,0,0,,,
195,1,1,1,3d6f6eb56e2431707572062ac8be13b6935bbad2,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
196,1,1,1,cc0fab91fdb29f6d584cb856d78d1180de90a994,1,1,0,1,1,267,0,267,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
197,1,1,1,d729eaf9c9eab263ef6799a7d3b909c78b35f484,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
198,1,1,0,d729eaf9c9eab263ef6799a7d3b909c78b35f484,0,0,1,1,1,25,25,50,0.5,main.js,1,0,0,0,0,0,1,0,0,,,
199,1,1,1,82068f1223afb846fc31c9f6aef0876bcd9cd921,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
200,1,1,1,f5d905b5229a35d06e0775dcda8c94fd9292dfdf,1,1,0,1,1,215,0,215,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
201,1,1,1,a417a80b3e76f9138a18ef35c9106a08c558681e,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
202,1,1,0,f5d905b5229a35d06e0775dcda8c94fd9292dfdf,0,0,1,1,2,26,216,242,0.8925619834710744,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
203,1,1,1,18cbb03f4cf6678eacbfb7dae21b96a3231cb346,1,1,0,1,1,237,0,237,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
204,1,1,1,4d886aa10cd6f5d97f81e5e4d5f313b6f1d54262,1,1,0,1,1,200,0,200,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
205,1,1,1,3e86032a68b31572a64e6cf2db1873cd9f99ec88,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
206,1,1,1,89841cf2f90ffd57369851659ace3b2c6a9df7c1,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
207,1,1,1,a3c3db31a0b52f4278924f66d1958cac74f8e4c8,1,1,0,1,1,198,0,198,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
208,1,1,0,a3c3db31a0b52f4278924f66d1958cac74f8e4c8,0,0,1,1,2,26,199,225,0.8844444444444445,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
209,1,1,1,4f15f9dbbaffaa9554ae0b13299c14b9d8a6f88d,1,1,0,1,1,208,0,208,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
210,1,1,1,a34ee660a0e3f5ab68f1b64cdb6ccb8a3b45b2ba,1,1,0,1,1,180,0,180,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
211,1,1,1,f3a390d02310d52fbd5d69f47dbbd3662d1b7ca2,1,1,0,1,1,176,1,177,0.005649717514124294,main.js,1,0,0,0,0,0,1,0,0,,,
212,1,1,1,73683ced18e5a2e7cc4c2ed7559392881e534944,1,1,0,1,1,192,0,192,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
213,1,1,1,52efdd092f27bcb9d6a1d47a08c2eaa5cb5ba46d,1,1,0,1,1,173,0,173,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
214,1,1,1,9f85f8aac1888062c8a2b48d7fcc18f2df9bfc34,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
215,1,1,1,210b58e50cc2b54740bfe85904ed3b74f4711c09,1,1,0,1,1,186,0,186,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
216,1,1,0,52efdd092f27bcb9d6a1d47a08c2eaa5cb5ba46d,0,0,2,1,2,175,198,373,0.5308310991957105,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
217,1,1,0,210b58e50cc2b54740bfe85904ed3b74f4711c09,0,0,1,1,2,26,187,213,0.8779342723004695,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
218,1,1,1,5915090ccf4d3952847dd2c9e4b1ea64bf863fb0,1,1,0,1,1,145,0,145,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
219,1,1,1,baf2b6d109ed979f4cd6f9bb276a42cebdd13cc4,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
220,1,1,0,baf2b6d109ed979f4cd6f9bb276a42cebdd13cc4,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
221,1,1,0,9d5696b40567f17061850b7a170d171f57835b90,1,1,0,1,1,176,1,177,0.005649717514124294,main.js,1,0,0,0,0,0,1,0,0,,,
222,1,1,1,9d5696b40567f17061850b7a170d171f57835b90,1,1,0,1,1,176,1508,1684,0.8954869358669834,main.js,1,0,0,0,0,0,1,0,0,,,
223,1,1,0,9d5696b40567f17061850b7a170d171f57835b90,0,0,1,1,1,1532,175,1707,0.10251903925014645,main.js,1,0,0,0,0,0,1,0,0,,,
224,1,1,0,5a58c1555a2661a06f755626a4f99130bcb02e04,1,1,0,2,1,33,7,40,0.175,main.js,1,0,0,0,0,0,1,0,0,,,
225,1,1,1,5a58c1555a2661a06f755626a4f99130bcb02e04,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
226,1,1,1,d2e898999390fd825b87e3698b9154a59b15638d,1,1,0,2,1,27,1,28,0.03571428571428571,main.js,1,0,0,0,0,0,1,0,0,,,
227,1,1,1,d9f28459b01ecf9acc75e36bd54c5ea7941e41a3,1,1,0,1,1,177,0,177,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
228,1,1,0,d2e898999390fd825b87e3698b9154a59b15638d,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
229,1,1,1,e65ac19941d96f1d44be1d275f81e23f7fc942d5,1,1,0,1,1,193,0,193,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
230,1,1,0,b249b8fc28f23c33de5d8e5f891935fe693b0d56,1,1,0,2,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
231,1,1,1,e05a2249a44a2753eb0cf8b2d63032b19918cb82,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
232,1,1,1,3d1df0f54db01cf6b9a839e35a34f825843ec70a,1,1,0,1,1,162,0,162,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
233,1,1,1,b249b8fc28f23c33de5d8e5f891935fe693b0d56,1,1,0,1,1,193,0,193,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
234,1,1,1,02dd0f251f564c1b3191e59a793b6a8114a54aa3,1,1,0,1,1,172,0,172,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
235,1,1,1,aad962e0bff66010966b855f3ee2641063a45149,1,1,0,1,1,176,1,177,0.005649717514124294,main.js,1,0,0,0,0,0,1,0,0,,,
236,1,1,0,02dd0f251f564c1b3191e59a793b6a8114a54aa3,0,0,1,3,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
237,1,1,0,02dd0f251f564c1b3191e59a793b6a8114a54aa3,0,0,1,1,2,26,173,199,0.8693467336683417,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
238,1,1,1,e4b9df396d15b2fb34ec1d2c1ca5cde7771656b3,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
239,1,1,0,e4b9df396d15b2fb34ec1d2c1ca5cde7771656b3,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
240,1,1,0,02dd0f251f564c1b3191e59a793b6a8114a54aa3,0,0,2,1,2,276,348,624,0.5576923076923077,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
241,1,1,1,230f753088e021f02bddd6a601fd4ee5c028f041,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
242,1,1,0,230f753088e021f02bddd6a601fd4ee5c028f041,1,1,0,1,1,176,1,177,0.005649717514124294,main.js,1,0,0,0,0,0,1,0,0,,,
243,1,1,1,1ea85ed4d073f6f7f34ff5d4258f7cb44dd07539,1,1,0,1,1,9,0,9,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
244,1,1,1,0c9ef5ac5308f4f98b280a9a2f292994f663b21e,1,1,0,1,1,173,0,173,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
245,1,1,1,70c3fe99e4f1bef9feb2a875b649a0cf2324504b,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
246,1,1,1,4e27808f901c8dac6a9d2c45479837166dd2c82e,1,1,0,1,1,158,0,158,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
247,1,1,1,b53f4aad358823a6f1c3aae40387075c2cfabf5b,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
248,1,1,1,e483590f007b1ade04534e8243d9f00911f94622,1,1,0,1,1,1,1,2,0.5,scripts/check-cosmic-sight-uniqueness.js,0,0,0,0,1,0,1,0,0,,,
249,1,1,1,9837b3dda2da842d4db5224b4af811fbee49b360,1,1,0,1,1,137,0,137,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
250,1,1,1,d41097988be4730475ebbdbf3fc9b110b071379b,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
251,1,1,1,c91102940f95d0ca0fc6eb6181a24b50bedd1865,1,1,0,1,1,144,0,144,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
252,1,1,0,e483590f007b1ade04534e8243d9f00911f94622,0,0,4,1,3,176,307,483,0.6356107660455487,landmarks/anchorage.js;main.js;scripts/check-cosmic-sight-uniqueness.js,1,0,1,1,1,0,3,0,0,,,
253,1,1,1,7636caa7c1cf436ac1377b589b928109447c5265,1,1,0,1,1,44,2,46,0.043478260869565216,main.js,1,0,0,0,0,0,1,0,0,,,
254,1,1,1,2da57e6bb99ec71cc1e1d614075b2cb6831c9f9d,1,1,0,1,1,176,0,176,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
255,1,1,0,b53f4aad358823a6f1c3aae40387075c2cfabf5b,0,0,4,1,2,1463,313,1776,0.17623873873873874,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
256,1,1,1,e06061ce8b480c222b2acf336fc7fea47eb220ac,1,1,0,1,1,173,15,188,0.0797872340425532,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
257,1,1,1,6bf009da371c51e55f79a38416b2a53457281c48,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
258,1,1,0,6bf009da371c51e55f79a38416b2a53457281c48,0,0,2,1,2,40,198,238,0.8319327731092437,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
259,1,1,0,6bf009da371c51e55f79a38416b2a53457281c48,0,0,2,1,2,40,198,238,0.8319327731092437,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
260,1,1,1,47764cff87d86b7d681e4bae3a9c38349def3c90,1,1,0,1,1,125,0,125,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
261,1,1,0,47764cff87d86b7d681e4bae3a9c38349def3c90,0,0,1,1,1,25,125,150,0.8333333333333334,main.js,1,0,0,0,0,0,1,0,0,,,
262,1,1,0,47764cff87d86b7d681e4bae3a9c38349def3c90,0,0,1,1,1,25,125,150,0.8333333333333334,main.js,1,0,0,0,0,0,1,0,0,,,
263,1,1,1,b392a37dc17c1f7bd5fbfa588a8cb638f7fba47f,1,1,0,1,1,125,0,125,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
264,1,1,0,b392a37dc17c1f7bd5fbfa588a8cb638f7fba47f,1,1,0,1,1,25,0,25,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
265,1,1,0,6bf009da371c51e55f79a38416b2a53457281c48,0,0,3,1,2,20,324,344,0.9418604651162791,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
266,1,1,1,b63ea421c7945b64c5938e2acd10421395b292c9,1,1,0,1,1,26,0,26,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
267,1,1,0,b63ea421c7945b64c5938e2acd10421395b292c9,0,0,1,1,1,25,26,51,0.5098039215686274,main.js,1,0,0,0,0,0,1,0,0,,,
268,1,1,0,47764cff87d86b7d681e4bae3a9c38349def3c90,0,0,3,1,1,1,276,277,0.9963898916967509,main.js,1,0,0,0,0,0,1,0,0,,,
269,1,1,1,12b62b8daced317be37ac8f1c4ff2a925be02c58,1,1,0,1,1,96,0,96,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
270,1,1,1,c2af323404676467451d16ba677a1b1c01aae39b,1,1,0,1,1,165,0,165,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
271,1,1,1,6688d12d7ca4e68c86126723cf668e3f110d2f8d,1,1,0,1,1,195,0,195,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
272,1,1,0,6688d12d7ca4e68c86126723cf668e3f110d2f8d,0,0,1,1,2,25,195,220,0.8863636363636364,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
273,1,1,1,c0b02870721f205abbc0da2016198d59f49f0a5b,1,1,0,1,1,2,0,2,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
274,1,1,1,6f10d93b2090a26dae0e60c72514b5cfec35adaf,1,1,0,1,1,152,0,152,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
275,1,1,0,12b62b8daced317be37ac8f1c4ff2a925be02c58,0,0,4,1,2,1456,739,2195,0.3366742596810934,landmarks/anchorage.js;main.js,1,0,1,1,0,0,2,0,0,,,
276,1,1,1,ea8cfa421ae6166859a6d7873109408f0221ee7b,1,1,0,1,1,111,0,111,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
277,1,1,0,ea8cfa421ae6166859a6d7873109408f0221ee7b,0,0,1,1,2,1,112,113,0.9911504424778761,index.html;landmarks/anchorage.js,0,0,1,1,0,0,2,0,0,,,
278,1,1,0,ea8cfa421ae6166859a6d7873109408f0221ee7b,0,0,1,1,2,1,112,113,0.9911504424778761,index.html;landmarks/anchorage.js,0,0,1,1,0,0,2,0,0,,,
279,1,1,1,c9bda5cb71219e719d51233b993c660ca4c0d959,1,1,0,1,2,1461,7,1468,0.004768392370572207,index.html;main.js,1,0,0,0,0,0,2,0,0,,,
280,1,1,1,10a27d5f3a8947277405ac33a4ca1c317b9bd613,1,1,0,1,1,155,0,155,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
281,1,1,1,ac62610596506bd7f6c7a5433217125640a81485,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
282,1,1,1,99f491edb8fde5a0060fd952f1f7a775aa5c8fdc,1,1,0,1,1,200,0,200,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
283,1,1,0,ac62610596506bd7f6c7a5433217125640a81485,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
284,1,1,0,ea8cfa421ae6166859a6d7873109408f0221ee7b,0,0,5,1,3,107,1952,2059,0.9480330257406508,index.html;landmarks/anchorage.js;main.js,1,0,1,1,0,0,3,0,0,,,
285,1,1,0,7d90586d8bda462e4521c3c497cdd71c8be691cc,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
286,1,1,1,7d90586d8bda462e4521c3c497cdd71c8be691cc,1,1,0,1,1,159,0,159,0.0,landmarks/anchorage.js,0,0,1,1,0,0,1,0,0,,,
287,1,1,0,8224da09fa4eff09f0d138ad9292f95f79c8057b,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
288,1,1,1,8224da09fa4eff09f0d138ad9292f95f79c8057b,1,1,0,1,1,226,1,227,0.004405286343612335,main.js,1,0,0,0,0,0,1,0,0,,,
289,1,1,1,cecbf379f517676f45cfac1a168354ebeeff8e6e,1,1,0,1,1,225,0,225,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
290,1,1,0,cecbf379f517676f45cfac1a168354ebeeff8e6e,1,1,0,1,1,26,1,27,0.037037037037037035,main.js,1,0,0,0,0,0,1,0,0,,,
291,1,1,1,29a92412e97c11963bd1ae6169bdadd4e7373255,1,1,0,1,1,225,0,225,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
292,1,1,1,f08b879d4cb2262d38631642b1348673da88147d,1,1,0,1,1,225,0,225,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
293,1,1,1,1b185b050440b558b7a4c0a816c1e0cbc554bffe,1,1,0,1,1,225,0,225,0.0,main.js,1,0,0,0,0,0,1,0,0,,,
